
# Surface 0 of 1 surfaces

# Curve title: "'growth.dat' u 1:2:4"
# Contour 0, label:    0.001
# 58.3526  59.5662  0.001 
# 56.2341  57.4037  0.001 
# 54.6781  56.2341  0.001 
# 53.0884  54.5992  0.001 
# 50.9359  53.0884  0.001 
# 50.1187  52.2368  0.001 
# 47.3151  52.5233  0.001 
 44.7237  50.1187  0.001 
 44.6684  49.7116  0.001 
 42.717  50.1187  0.001 
 42.1696  50.1884  0.001 
 39.8107  51.3358  0.001 
 37.8151  53.0884  0.001 
 37.5837  53.2347  0.001 
 35.4813  55.0997  0.001 
 34.5142  56.2341  0.001 
 33.4965  57.1588  0.001 
 31.6228  59.2921  0.001 
 31.4186  59.5662  0.001 
 29.8538  61.2579  0.001 
 28.4212  63.0957  0.001 
 28.1838  63.3499  0.001 
 26.6072  65.2377  0.001 
 25.4505  66.8344  0.001 
 25.1189  67.2229  0.001 
 23.7137  69.0159  0.001 
 22.4795  70.7946  0.001 
 22.3872  70.9092  0.001 
 21.1349  72.5622  0.001 
 19.9526  74.1725  0.001 
 19.5019  74.9894  0.001 
 18.8365  75.8872  0.001 
 17.7828  77.3941  0.001 
 16.788  78.8194  0.001 
 16.5029  79.4328  0.001 
 15.8489  80.3562  0.001 
 14.9624  81.6809  0.001 
 14.1254  82.7799  0.001 
 13.4838  84.1395  0.001 
 13.3352  84.3614  0.001 
 12.5892  85.4723  0.001 
 11.885  86.5967  0.001 
 11.2202  87.374  0.001 
 10.5925  88.6569  0.001 
 10.4342  89.1251  0.001 
 10  89.807  0.001 

 999.768  1000  0.001 
 944.061  944.28  0.001 
 943.83  944.061  0.001 
 891.251  891.469  0.001 
 891.02  891.251  0.001 
 841.395  841.613  0.001 
 841.165  841.395  0.001 
 794.328  794.546  0.001 
 794.098  794.328  0.001 
 749.894  750.111  0.001 
 749.665  749.894  0.001 
 707.946  708.162  0.001 
 707.717  707.946  0.001 
 668.344  668.56  0.001 
 668.115  668.344  0.001 
 630.957  631.173  0.001 
 630.729  630.957  0.001 
 595.662  595.878  0.001 
 595.434  595.662  0.001 
 562.341  562.557  0.001 
 562.113  562.341  0.001 
 530.884  531.1  0.001 
 530.656  530.884  0.001 
 501.187  501.403  0.001 
 500.959  501.187  0.001 
 473.151  473.367  0.001 
 472.922  473.151  0.001 
 446.684  446.9  0.001 
 446.454  446.684  0.001 
 421.696  421.913  0.001 
 421.466  421.696  0.001 
 398.107  398.325  0.001 
 397.876  398.107  0.001 
 375.837  376.056  0.001 
 375.604  375.837  0.001 
 354.813  355.033  0.001 
 354.579  354.813  0.001 
 334.965  335.187  0.001 
 334.73  334.965  0.001 
 316.228  316.451  0.001 
 315.99  316.228  0.001 
 298.538  298.763  0.001 
 298.298  298.538  0.001 
 281.838  282.065  0.001 
 281.596  281.838  0.001 
 266.072  266.302  0.001 
 265.827  266.072  0.001 
 251.189  251.421  0.001 
 250.94  251.189  0.001 
 237.137  237.373  0.001 
 236.884  237.137  0.001 
 223.872  224.111  0.001 
 223.615  223.872  0.001 
 211.349  211.592  0.001 
 211.087  211.349  0.001 
 199.526  199.774  0.001 
 199.259  199.526  0.001 
 188.365  188.618  0.001 
 188.091  188.365  0.001 
 177.828  178.086  0.001 
 177.548  177.828  0.001 
 167.88  168.145  0.001 
 167.593  167.88  0.001 
 158.489  158.761  0.001 
 158.193  158.489  0.001 
 149.624  149.904  0.001 
 149.318  149.624  0.001 
 141.254  141.543  0.001 
 140.937  141.254  0.001 
 133.352  133.652  0.001 
 133.023  133.352  0.001 
 125.892  126.204  0.001 
 125.549  125.892  0.001 
 118.85  119.175  0.001 
 118.49  118.85  0.001 
 112.202  112.543  0.001 
 111.823  112.202  0.001 
 105.925  106.284  0.001 
 105.525  105.925  0.001 
 100  100.379  0.001 
 99.5748  100  0.001 
 94.4061  94.8092  0.001 
 93.9512  94.4061  0.001 
 89.1251  89.5566  0.001 
 88.635  89.1251  0.001 
 84.1395  84.6048  0.001 
 83.6068  84.1395  0.001 
 79.4328  79.9389  0.001 
 78.8479  79.4328  0.001 
 74.9894  75.5457  0.001 
 74.3392  74.9894  0.001 
 70.7946  71.4138  0.001 
 70.0604  70.7946  0.001 
 66.8344  67.5347  0.001 
 65.9889  66.8344  0.001 
 63.0957  63.9041  0.001 
 62.0991  63.0957  0.001 
 59.5662  60.5222  0.001 
 58.3526  59.5662  0.001 

