1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00
1.000000e+00	1.039122e+00	-1.685905e-06	7.339661e-09
1.000000e+00	1.079775e+00	-2.194906e-06	-4.195063e-06
1.000000e+00	1.122018e+00	-9.259949e-07	3.213392e-08
1.000000e+00	1.165914e+00	-1.323499e-03	2.003196e-08
1.000000e+00	1.211528e+00	2.793250e-05	6.758594e-08
1.000000e+00	1.258925e+00	-1.971714e-04	5.423564e-07
1.000000e+00	1.308177e+00	-2.680201e-07	1.238880e-07
1.000000e+00	1.359356e+00	7.053928e-07	1.576637e-07
1.000000e+00	1.412538e+00	4.381783e-05	1.981293e-07
1.000000e+00	1.467799e+00	1.643798e-06	2.407066e-07
1.000000e+00	1.525223e+00	-1.596574e-05	4.960112e-07
1.000000e+00	1.584893e+00	1.362388e-06	3.470302e-07
1.000000e+00	1.646898e+00	1.467945e-06	4.100944e-07
1.000000e+00	1.711328e+00	-1.247722e-07	4.802148e-07
1.000000e+00	1.778279e+00	1.665199e-07	5.582758e-07
1.000000e+00	1.847850e+00	3.492018e-07	6.447227e-07
1.000000e+00	1.920142e+00	3.727357e-07	-3.220954e-06
1.000000e+00	1.995262e+00	3.669407e-07	8.450245e-07
1.000000e+00	2.073322e+00	4.301477e-05	9.714483e-07
1.000000e+00	2.154435e+00	4.211835e-07	1.086457e-06
1.000000e+00	2.238721e+00	4.447217e-07	1.224431e-06
1.000000e+00	2.326305e+00	-2.336794e-07	1.374870e-06
1.000000e+00	2.417315e+00	8.846378e-07	1.539673e-06
1.000000e+00	2.511886e+00	-4.965469e-07	1.717257e-06
1.000000e+00	2.610157e+00	-4.824824e-07	1.910865e-06
1.000000e+00	2.712273e+00	-4.468730e-07	2.120782e-06
1.000000e+00	2.818383e+00	-4.598672e-07	2.348166e-06
1.000000e+00	2.928645e+00	-2.587111e-04	2.707745e-06
1.000000e+00	3.043220e+00	-2.725005e-07	2.859686e-06
1.000000e+00	3.162278e+00	2.809692e-04	3.303987e-06
1.000000e+00	3.285993e+00	2.913758e-04	3.640282e-06
1.000000e+00	3.414549e+00	-5.723110e-07	3.789418e-06
1.000000e+00	3.548134e+00	-5.368854e-07	4.148045e-06
1.000000e+00	3.686945e+00	-6.160758e-07	4.533930e-06
1.000000e+00	3.831187e+00	-7.053376e-07	4.948640e-06
1.000000e+00	3.981072e+00	-7.964715e-07	5.394001e-06
1.000000e+00	4.136820e+00	-9.437314e-07	5.872050e-06
1.000000e+00	4.298662e+00	1.417383e-06	6.385521e-06
1.000000e+00	4.466836e+00	-1.476863e-06	6.934828e-06
1.000000e+00	4.641589e+00	-1.896221e-06	7.524217e-06
1.000000e+00	4.823178e+00	-2.612737e-06	8.156206e-06
1.000000e+00	5.011872e+00	-9.829891e-07	8.824233e-06
1.000000e+00	5.207948e+00	-8.522038e-06	9.573276e-06
1.000000e+00	5.411695e+00	6.184325e-04	1.161149e-05
1.000000e+00	5.623413e+00	7.318621e-06	1.116448e-05
1.000000e+00	5.843414e+00	3.929941e-06	1.202751e-05
1.000000e+00	6.072022e+00	-2.972575e-06	1.295982e-05
1.000000e+00	6.309573e+00	6.950578e-04	1.626310e-05
1.000000e+00	6.556418e+00	8.768176e-04	1.776754e-05
1.000000e+00	6.812921e+00	9.531068e-04	1.937241e-05
1.000000e+00	7.079458e+00	1.143654e-06	1.735756e-05
1.000000e+00	7.356423e+00	8.683872e-03	2.990925e-05
1.000000e+00	7.644223e+00	1.149501e-02	7.444907e-05
1.000000e+00	7.943282e+00	-1.423695e-02	1.505554e-04
1.000000e+00	8.254042e+00	-1.648926e-02	2.670276e-04
1.000000e+00	8.576959e+00	-1.935159e-02	-2.875574e-03
1.000000e+00	8.912509e+00	-2.177043e-02	6.614692e-04
1.000000e+00	9.261187e+00	2.408546e-02	9.589029e-04
1.000000e+00	9.623506e+00	2.631329e-02	1.337212e-03
1.000000e+00	1.000000e+01	2.843139e-02	1.807270e-03
1.000000e+00	1.039122e+01	3.048452e-02	2.380246e-03
1.000000e+00	1.079775e+01	3.243431e-02	3.067606e-03
1.000000e+00	1.122018e+01	3.430745e-02	3.881099e-03
1.000000e+00	1.165914e+01	3.610679e-02	4.832759e-03
1.000000e+00	1.211528e+01	3.783640e-02	5.934878e-03
1.000000e+00	1.258925e+01	3.947501e-02	7.200035e-03
1.000000e+00	1.308177e+01	4.104427e-02	8.641057e-03
1.000000e+00	1.359356e+01	4.252735e-02	1.027104e-02
1.000000e+00	1.412538e+01	4.395886e-02	1.210334e-02
1.000000e+00	1.467799e+01	4.532935e-02	1.415159e-02
1.000000e+00	1.525223e+01	4.662544e-02	1.642966e-02
1.000000e+00	1.584893e+01	4.786871e-02	1.895171e-02
1.000000e+00	1.646898e+01	4.904365e-02	2.173216e-02
1.000000e+00	1.711328e+01	5.016840e-02	2.478569e-02
1.000000e+00	1.778279e+01	5.123635e-02	2.812726e-02
1.000000e+00	1.847850e+01	5.224292e-02	3.177214e-02
1.000000e+00	1.920142e+01	5.321093e-02	3.573586e-02
1.000000e+00	1.995262e+01	5.410912e-02	4.003426e-02
1.000000e+00	2.073322e+01	5.496559e-02	4.468345e-02
1.000000e+00	2.154435e+01	5.578239e-02	4.969991e-02
1.000000e+00	2.238721e+01	5.654146e-02	5.510038e-02
1.000000e+00	2.326305e+01	5.727009e-02	6.090195e-02
1.000000e+00	2.417315e+01	5.794267e-02	6.712206e-02
1.000000e+00	2.511886e+01	5.857839e-02	7.377848e-02
1.000000e+00	2.610157e+01	5.917587e-02	8.088935e-02
1.000000e+00	2.712273e+01	5.974325e-02	8.847315e-02
